Passport,Destination,Requirement
IRL,TON,visa on arrival
IRL,TTO,visa free
IRL,TUN,90
IRL,TKM,visa required
IRL,TUV,visa on arrival
IRL,TUR,90
IRL,UGA,visa on arrival
IRL,UKR,visa required
IRL,ARE,visa required
IRL,GBR,visa free
IRL,USA,visa required
IRL,URY,visa required
IRL,UZB,30
IRL,VUT,30
IRL,VAT,visa free
IRL,VEN,90
IRL,VNM,visa required
IRL,YEM,visa required
IRL,ZMB,90
IRL,ZWE,visa on arrival
IRL,AFG,visa required
ISR,ALB,90
ISR,DZA,visa required
ISR,AND,visa required
ISR,AGO,visa on arrival
ISR,ATG,e-visa
ISR,ARG,visa required
ISR,ARM,visa on arrival
ISR,AUS,e-visa
ISR,AUT,visa required
ISR,AZE,covid ban
ISR,BHS,visa required
ISR,BHR,visa required
ISR,BGD,no admission
ISR,BRB,180
ISR,BLR,90
ISR,BEL,visa required
ISR,BLZ,visa required
ISR,BEN,e-visa
ISR,BTN,visa required
ISR,BOL,visa required
ISR,BIH,visa required
ISR,BWA,visa required
ISR,BRA,visa required
ISR,BRN,visa required
ISR,BGR,visa required
ISR,BFA,visa required
ISR,BDI,visa required
ISR,KHM,visa on arrival
ISR,CMR,visa required
ISR,CAN,visa required
ISR,CPV,visa on arrival
ISR,CAF,90
ISR,TCD,visa required
ISR,CHL,visa required
ISR,CHN,visa required
ISR,COL,visa required
ISR,COM,visa on arrival
ISR,COG,visa required
ISR,COD,visa required
ISR,CRI,visa required
ISR,CIV,e-visa
ISR,HRV,visa required
ISR,CUB,visa required
ISR,CYP,visa required
ISR,CZE,visa required
ISR,DNK,visa required
ISR,DJI,e-visa
ISR,DMA,visa required
ISR,DOM,visa free
ISR,ECU,90
ISR,EGY,visa required
ISR,SLV,90
ISR,GNQ,visa required
ISR,ERI,visa required
ISR,EST,visa required
ISR,SWZ,visa required
ISR,ETH,visa on arrival
ISR,FJI,visa required
ISR,FIN,visa required
ISR,FRA,visa required
ISR,GAB,e-visa
ISR,GMB,visa required
ISR,GEO,visa required
ISR,DEU,visa required
ISR,GHA,visa required
ISR,GRC,visa required
ISR,GRD,90
ISR,GTM,90
ISR,GIN,e-visa
ISR,GNB,visa on arrival
ISR,GUY,visa required
ISR,HTI,90
ISR,HND,visa required
ISR,HKG,visa required
ISR,HUN,visa required
ISR,ISL,visa required
ISR,IND,e-visa
ISR,IDN,visa required
ISR,IRN,e-visa
ISR,IRQ,visa required
ISR,IRL,visa free
ISR,ISR,-1
ISR,ITA,visa required
ISR,JAM,visa required
ISR,JPN,visa required
ISR,JOR,visa on arrival
ISR,KAZ,visa required
ISR,KEN,visa on arrival
ISR,KIR,visa required
ISR,XKX,visa required
ISR,KWT,visa required
ISR,KGZ,visa on arrival
ISR,LAO,visa required
ISR,LVA,visa required
ISR,LBN,visa required
ISR,LSO,90
ISR,LBR,visa required
ISR,LBY,visa required
ISR,LIE,visa required
ISR,LTU,visa required
ISR,LUX,visa required
ISR,MAC,visa required
ISR,MDG,visa on arrival
ISR,MWI,visa required
ISR,MYS,visa required
ISR,MDV,visa required
ISR,MLI,visa required
ISR,MLT,visa required
ISR,MHL,visa required
ISR,MRT,visa on arrival
ISR,MUS,visa required
ISR,MEX,180
ISR,FSM,30
ISR,MDA,visa required
ISR,MCO,visa required
ISR,MNG,visa required
ISR,MNE,visa required
ISR,MAR,visa required
ISR,MOZ,visa on arrival
ISR,MMR,e-visa
ISR,NAM,visa required
ISR,NRU,visa on arrival
ISR,NPL,visa on arrival
ISR,NLD,visa required
ISR,NZL,visa required
ISR,NIC,90
ISR,NER,visa required
ISR,NGA,visa on arrival
ISR,PRK,visa required
ISR,MKD,90
ISR,NOR,visa required
ISR,OMN,visa required
ISR,PAK,visa required
ISR,PLW,90
ISR,PSE,visa free
ISR,PAN,visa required
ISR,PNG,visa on arrival
ISR,PRY,visa required
ISR,PER,visa required
ISR,PHL,visa required
ISR,POL,visa required
ISR,PRT,visa required
ISR,QAT,e-visa
ISR,ROU,visa required
ISR,RUS,visa required
ISR,RWA,visa on arrival
ISR,KNA,90
ISR,LCA,42
ISR,WSM,visa on arrival
ISR,SMR,visa required
ISR,STP,e-visa
ISR,SAU,visa required
ISR,SEN,visa on arrival
ISR,SRB,90
ISR,SYC,90
ISR,SLE,visa on arrival
ISR,SGP,30
ISR,SVK,visa required
ISR,SVN,visa required
ISR,SLB,visa required
ISR,SOM,visa on arrival
ISR,ZAF,90
ISR,KOR,visa required
ISR,SSD,visa required
ISR,ESP,visa required
ISR,LKA,visa required
ISR,VCT,30
ISR,SDN,visa required
ISR,SUR,90
ISR,SWE,visa required
ISR,CHE,visa required
ISR,SYR,visa required
ISR,TWN,visa required
ISR,TJK,visa on arrival
ISR,TZA,visa on arrival
ISR,THA,30
ISR,TLS,visa required
ISR,TGO,visa on arrival
ISR,TON,visa on arrival
ISR,TTO,90
ISR,TUN,visa required
ISR,TKM,visa required
ISR,TUV,visa on arrival
ISR,TUR,90
ISR,UGA,visa on arrival
ISR,UKR,visa required
ISR,ARE,e-visa
ISR,GBR,180
ISR,USA,visa required
ISR,URY,visa required
ISR,UZB,30
ISR,VUT,30
ISR,VAT,visa required
ISR,VEN,visa required
ISR,VNM,visa required
ISR,YEM,visa required
ISR,ZMB,visa on arrival
ISR,ZWE,visa on arrival
ISR,AFG,visa required
ITA,ALB,90
ITA,DZA,visa required
ITA,AND,visa free
ITA,AGO,visa on arrival
ITA,ATG,180
ITA,ARG,visa required
ITA,ARM,visa required
ITA,AUS,e-visa
ITA,AUT,visa free
ITA,AZE,covid ban
ITA,BHS,visa required
ITA,BHR,e-visa
ITA,BGD,visa on arrival
ITA,BRB,90
ITA,BLR,30
ITA,BEL,visa free
ITA,BLZ,visa required
ITA,BEN,e-visa
ITA,BTN,visa required
ITA,BOL,visa required
ITA,BIH,visa required
ITA,BWA,visa required
ITA,BRA,visa required
ITA,BRN,visa required
ITA,BGR,visa free
ITA,BFA,visa on arrival
ITA,BDI,visa required
ITA,KHM,visa on arrival
ITA,CMR,visa required
ITA,CAN,visa required
ITA,CPV,30
ITA,CAF,visa required
ITA,TCD,visa required
ITA,CHL,visa required
ITA,CHN,visa required
ITA,COL,visa required
ITA,COM,visa on arrival
ITA,COG,visa required
ITA,COD,visa required
ITA,CRI,visa required
ITA,CIV,e-visa
ITA,HRV,visa free
ITA,CUB,visa required
ITA,CYP,visa free
ITA,CZE,visa free
ITA,DNK,visa free
ITA,DJI,e-visa
ITA,DMA,visa required
ITA,DOM,visa free
ITA,ECU,90
ITA,EGY,visa on arrival
ITA,SLV,90
ITA,GNQ,visa required
ITA,ERI,visa required
ITA,EST,visa free
ITA,SWZ,visa required
ITA,ETH,visa on arrival
ITA,FJI,visa required
ITA,FIN,visa free
ITA,FRA,visa free
ITA,GAB,visa on arrival
ITA,GMB,90
ITA,GEO,visa required
ITA,DEU,visa free
ITA,GHA,visa required
ITA,GRC,visa free
ITA,GRD,90
ITA,GTM,90
ITA,GIN,e-visa
ITA,GNB,visa on arrival
ITA,GUY,90
ITA,HTI,90
ITA,HND,visa required
ITA,HKG,visa required
ITA,HUN,visa free
ITA,ISL,visa free
ITA,IND,e-visa
ITA,IDN,visa required
ITA,IRN,visa on arrival
ITA,IRQ,visa required
ITA,IRL,visa free
ITA,ISR,visa required
ITA,ITA,-1
ITA,JAM,visa required
ITA,JPN,visa required
ITA,JOR,visa on arrival
ITA,KAZ,visa required
ITA,KEN,visa on arrival
ITA,KIR,120
ITA,XKX,visa required
ITA,KWT,visa required
ITA,KGZ,60
ITA,LAO,visa required
ITA,LVA,visa free
ITA,LBN,visa on arrival
ITA,LSO,14
ITA,LBR,visa required
ITA,LBY,visa required
ITA,LIE,visa free
ITA,LTU,visa free
ITA,LUX,visa free
ITA,MAC,visa required
ITA,MDG,visa on arrival
ITA,MWI,visa on arrival
ITA,MYS,visa required
ITA,MDV,visa required
ITA,MLI,visa required
ITA,MLT,visa free
ITA,MHL,visa required
ITA,MRT,visa on arrival
ITA,MUS,visa required
ITA,MEX,180
ITA,FSM,90
ITA,MDA,visa required
ITA,MCO,visa free
ITA,MNG,visa required
ITA,MNE,visa required
ITA,MAR,90
ITA,MOZ,visa on arrival
ITA,MMR,visa on arrival
ITA,NAM,90
ITA,NRU,visa required
ITA,NPL,visa on arrival
ITA,NLD,visa free
ITA,NZL,visa required
ITA,NIC,90
ITA,NER,visa required
ITA,NGA,visa on arrival
ITA,PRK,visa required
ITA,MKD,90
ITA,NOR,visa free
ITA,OMN,visa required
ITA,PAK,visa on arrival
ITA,PLW,90
ITA,PSE,visa free
ITA,PAN,visa required
ITA,PNG,visa on arrival
ITA,PRY,visa required
ITA,PER,visa required
ITA,PHL,visa required
ITA,POL,visa free
ITA,PRT,visa free
ITA,QAT,visa required
ITA,ROU,visa free
ITA,RUS,visa required
ITA,RWA,visa on arrival
ITA,KNA,90
ITA,LCA,90
ITA,WSM,90
ITA,SMR,visa free
ITA,STP,15
ITA,SAU,visa on arrival
ITA,SEN,90
ITA,SRB,90
ITA,SYC,90
ITA,SLE,visa on arrival
ITA,SGP,90
ITA,SVK,visa free
ITA,SVN,visa free
ITA,SLB,visa required
ITA,SOM,visa on arrival
ITA,ZAF,visa required
ITA,KOR,visa required
ITA,SSD,visa required
ITA,ESP,visa free
ITA,LKA,visa required
ITA,VCT,90
ITA,SDN,visa required
ITA,SUR,e-visa
ITA,SWE,visa free
ITA,CHE,visa free
ITA,SYR,visa required
ITA,TWN,visa required
ITA,TJK,visa on arrival
ITA,TZA,visa on arrival
ITA,THA,30
ITA,TLS,visa required
ITA,TGO,visa on arrival
ITA,TON,90
ITA,TTO,90
ITA,TUN,90
ITA,TKM,visa required
ITA,TUV,90
ITA,TUR,90
ITA,UGA,visa on arrival
ITA,UKR,visa required
ITA,ARE,visa required
ITA,GBR,visa free
ITA,USA,visa required
ITA,URY,visa required
ITA,UZB,30
ITA,VUT,90
ITA,VAT,visa free
ITA,VEN,90
ITA,VNM,visa required
ITA,YEM,visa required
ITA,ZMB,visa on arrival
ITA,ZWE,visa on arrival
ITA,AFG,visa required
JAM,ALB,visa required
JAM,DZA,visa required
JAM,AND,visa required
JAM,AGO,visa on arrival
JAM,ATG,180
JAM,ARG,visa required
JAM,ARM,visa on arrival
JAM,AUS,e-visa
JAM,AUT,visa required
JAM,AZE,covid ban
JAM,BHS,visa required
JAM,BHR,e-visa
JAM,BGD,90
JAM,BRB,180
JAM,BLR,visa required
JAM,BEL,visa required
JAM,BLZ,visa required
JAM,BEN,e-visa
JAM,BTN,visa required
JAM,BOL,visa on arrival
JAM,BIH,visa required
JAM,BWA,visa required
JAM,BRA,visa required
JAM,BRN,visa required
JAM,BGR,visa required
JAM,BFA,visa required
JAM,BDI,visa required
JAM,KHM,visa on arrival
JAM,CMR,visa required
JAM,CAN,visa required
JAM,CPV,visa on arrival
JAM,CAF,visa required
JAM,TCD,visa required
JAM,CHL,visa required
JAM,CHN,visa required
JAM,COL,visa required
JAM,COM,visa on arrival
JAM,COG,visa required
JAM,COD,visa required
JAM,CRI,visa required
JAM,CIV,e-visa
JAM,HRV,visa required
JAM,CUB,visa required
JAM,CYP,visa required
JAM,CZE,visa required
JAM,DNK,visa required
JAM,DJI,e-visa
JAM,DMA,visa required
JAM,DOM,visa free
JAM,ECU,90
JAM,EGY,visa on arrival
JAM,SLV,visa required
JAM,GNQ,visa required
JAM,ERI,visa required
JAM,EST,visa required
JAM,SWZ,visa required
JAM,ETH,e-visa
JAM,FJI,visa required
JAM,FIN,visa required
JAM,FRA,visa required
JAM,GAB,e-visa
JAM,GMB,90
JAM,GEO,e-visa
JAM,DEU,visa required
JAM,GHA,60
JAM,GRC,visa required
JAM,GRD,90
JAM,GTM,visa required
JAM,GIN,e-visa
JAM,GNB,visa on arrival
JAM,GUY,180
JAM,HTI,90
JAM,HND,visa required
JAM,HKG,visa required
JAM,HUN,visa required
JAM,ISL,visa required
JAM,IND,e-visa
JAM,IDN,visa required
JAM,IRN,visa on arrival
JAM,IRQ,visa required
JAM,IRL,visa required
JAM,ISR,visa required
JAM,ITA,visa required
JAM,JAM,-1
JAM,JPN,visa required
JAM,JOR,visa on arrival
JAM,KAZ,e-visa
JAM,KEN,90
JAM,KIR,120
JAM,XKX,visa required
JAM,KWT,visa required
JAM,KGZ,e-visa
JAM,LAO,visa required
JAM,LVA,visa required
JAM,LBN,visa required
JAM,LSO,90
JAM,LBR,visa required
JAM,LBY,visa required
JAM,LIE,visa required
JAM,LTU,visa required
JAM,LUX,visa required
JAM,MAC,visa required
JAM,MDG,visa on arrival
JAM,MWI,visa required
JAM,MYS,visa required
JAM,MDV,visa required
JAM,MLI,visa required
JAM,MLT,visa required
JAM,MHL,visa required
JAM,MRT,visa on arrival
JAM,MUS,visa required
JAM,MEX,180
JAM,FSM,30
JAM,MDA,e-visa
JAM,MCO,visa required
JAM,MNG,visa required
JAM,MNE,visa required
JAM,MAR,visa required
JAM,MOZ,visa on arrival
JAM,MMR,e-visa
JAM,NAM,90
JAM,NRU,visa required
JAM,NPL,visa on arrival
JAM,NLD,visa required
JAM,NZL,visa required
JAM,NIC,visa on arrival
JAM,NER,visa required
JAM,NGA,visa on arrival
JAM,PRK,visa required
JAM,MKD,visa required
JAM,NOR,visa required
JAM,OMN,visa required
JAM,PAK,e-visa
JAM,PLW,visa on arrival
JAM,PSE,visa free
JAM,PAN,visa required
JAM,PNG,e-visa
JAM,PRY,visa required
JAM,PER,visa required
JAM,PHL,visa required
JAM,POL,visa required
JAM,PRT,visa required
JAM,QAT,e-visa
JAM,ROU,visa required
JAM,RUS,visa required
JAM,RWA,visa on arrival
JAM,KNA,180
JAM,LCA,42
JAM,WSM,visa on arrival
JAM,SMR,visa required
JAM,STP,e-visa
JAM,SAU,visa required
JAM,SEN,visa on arrival
JAM,SRB,30
JAM,SYC,90
JAM,SLE,visa on arrival
JAM,SGP,30
JAM,SVK,visa required
JAM,SVN,visa required
JAM,SLB,visa required
JAM,SOM,visa on arrival
JAM,ZAF,90
JAM,KOR,visa required
JAM,SSD,visa required
JAM,ESP,visa required
JAM,LKA,visa required
JAM,VCT,30
JAM,SDN,visa required
JAM,SUR,180
JAM,SWE,visa required
JAM,CHE,visa required
JAM,SYR,visa required
JAM,TWN,visa required
JAM,TJK,e-visa
JAM,TZA,90
JAM,THA,visa required
JAM,TLS,visa required
JAM,TGO,visa on arrival
JAM,TON,visa required
JAM,TTO,visa free
JAM,TUN,visa required
JAM,TKM,visa required
JAM,TUV,visa on arrival
JAM,TUR,e-visa
JAM,UGA,90
JAM,UKR,e-visa
JAM,ARE,e-visa
JAM,GBR,visa required
JAM,USA,visa required
JAM,URY,visa required
JAM,UZB,30
JAM,VUT,30
JAM,VAT,visa required
JAM,VEN,90
JAM,VNM,visa required
JAM,YEM,visa required
JAM,ZMB,90
JAM,ZWE,90
JAM,AFG,visa required
JPN,ALB,90
JPN,DZA,visa required
JPN,AND,visa required
JPN,AGO,visa on arrival
JPN,ATG,180
JPN,ARG,visa required
JPN,ARM,visa required
JPN,AUS,visa required
JPN,AUT,visa required
JPN,AZE,covid ban
JPN,BHS,visa required
JPN,BHR,e-visa
JPN,BGD,visa on arrival
JPN,BRB,90
JPN,BLR,30
JPN,BEL,visa required
JPN,BLZ,visa required
JPN,BEN,e-visa
JPN,BTN,visa required
JPN,BOL,visa required
JPN,BIH,visa required
JPN,BWA,visa required
JPN,BRA,visa required
JPN,BRN,visa required
JPN,BGR,visa required
JPN,BFA,visa required
JPN,BDI,visa required
JPN,KHM,visa on arrival
JPN,CMR,visa required
JPN,CAN,visa required
JPN,CPV,visa on arrival
JPN,CAF,visa required
JPN,TCD,visa required
JPN,CHL,visa required
JPN,CHN,15
JPN,COL,visa required
JPN,COM,visa on arrival
JPN,COG,visa required
JPN,COD,visa required
JPN,CRI,visa required
JPN,CIV,e-visa
JPN,HRV,visa required
JPN,CUB,visa required
JPN,CYP,visa required
JPN,CZE,visa required
JPN,DNK,visa required
JPN,DJI,e-visa
JPN,DMA,visa required
JPN,DOM,visa free
JPN,ECU,90
JPN,EGY,visa on arrival
JPN,SLV,90
JPN,GNQ,visa required
JPN,ERI,visa required
JPN,EST,visa required
JPN,SWZ,visa required
JPN,ETH,visa on arrival
JPN,FJI,visa required
JPN,FIN,visa required
JPN,FRA,visa required
JPN,GAB,visa on arrival
JPN,GMB,visa required
JPN,GEO,visa required
JPN,DEU,visa required
JPN,GHA,visa required
JPN,GRC,visa required
JPN,GRD,90
JPN,GTM,90
JPN,GIN,e-visa
JPN,GNB,visa on arrival
JPN,GUY,90
JPN,HTI,90
JPN,HND,visa required
JPN,HKG,visa required
JPN,HUN,visa required
JPN,ISL,visa required
JPN,IND,e-visa
JPN,IDN,visa required
JPN,IRN,visa on arrival
JPN,IRQ,visa required
JPN,IRL,visa free
JPN,ISR,visa required
JPN,ITA,visa required
JPN,JAM,visa required
JPN,JPN,-1
JPN,JOR,visa on arrival
JPN,KAZ,visa required
JPN,KEN,visa on arrival
JPN,KIR,120
JPN,XKX,visa required
JPN,KWT,visa required
JPN,KGZ,60
JPN,LAO,visa required
JPN,LVA,visa required
JPN,LBN,visa on arrival
JPN,LSO,90
JPN,LBR,visa required
JPN,LBY,visa required
JPN,LIE,visa required
JPN,LTU,visa required
JPN,LUX,visa required
JPN,MAC,visa required
JPN,MDG,visa on arrival
JPN,MWI,visa on arrival
JPN,MYS,visa required
JPN,MDV,visa required
JPN,MLI,visa required
JPN,MLT,visa required
JPN,MHL,visa required
JPN,MRT,visa on arrival
JPN,MUS,visa required
JPN,MEX,180
JPN,FSM,30
JPN,MDA,visa required
JPN,MCO,visa required
JPN,MNG,visa required
JPN,MNE,visa required
JPN,MAR,90
JPN,MOZ,visa on arrival
JPN,MMR,30
JPN,NAM,90
JPN,NRU,visa required
JPN,NPL,visa on arrival
JPN,NLD,visa required
JPN,NZL,visa required
JPN,NIC,90
JPN,NER,visa required
JPN,NGA,visa on arrival
JPN,PRK,visa required
JPN,MKD,90
JPN,NOR,visa required
JPN,OMN,visa required
JPN,PAK,visa on arrival
JPN,PLW,visa on arrival
JPN,PSE,visa free
JPN,PAN,visa required
JPN,PNG,visa on arrival
JPN,PRY,visa required
JPN,PER,visa required
JPN,PHL,visa required
JPN,POL,visa required
JPN,PRT,visa required
JPN,QAT,visa required
JPN,ROU,visa required
JPN,RUS,visa required
JPN,RWA,visa on arrival
JPN,KNA,90
JPN,LCA,42
JPN,WSM,visa on arrival
JPN,SMR,visa required
JPN,STP,15
JPN,SAU,visa on arrival
JPN,SEN,90
JPN,SRB,90
JPN,SYC,90
JPN,SLE,visa on arrival
JPN,SGP,30
JPN,SVK,visa required
JPN,SVN,visa required
JPN,SLB,visa required
JPN,SOM,visa on arrival
JPN,ZAF,90
JPN,KOR,visa required
JPN,SSD,visa required
JPN,ESP,visa required
JPN,LKA,visa required
JPN,VCT,30
JPN,SDN,visa required
JPN,SUR,90
JPN,SWE,visa required
JPN,CHE,visa required
JPN,SYR,visa required
JPN,TWN,visa required
JPN,TJK,visa on arrival
JPN,TZA,visa on arrival
JPN,THA,30
JPN,TLS,visa required
JPN,TGO,visa on arrival
JPN,TON,visa on arrival
JPN,TTO,90
JPN,TUN,90
JPN,TKM,visa required
JPN,TUV,visa on arrival
JPN,TUR,90
JPN,UGA,visa on arrival
JPN,UKR,visa required
JPN,ARE,visa required
JPN,GBR,180
JPN,USA,e-visa
JPN,URY,visa required
JPN,UZB,30
JPN,VUT,30
JPN,VAT,visa required
JPN,VEN,90
JPN,VNM,visa required
JPN,YEM,visa required
JPN,ZMB,visa on arrival
JPN,ZWE,visa on arrival
JPN,AFG,visa required
JOR,ALB,visa required
JOR,DZA,visa required
JOR,AND,visa required
JOR,AGO,visa on arrival
JOR,ATG,e-visa
JOR,ARG,visa required
JOR,ARM,visa on arrival
JOR,AUS,e-visa
JOR,AUT,visa required
JOR,AZE,covid ban
JOR,BHS,visa required
JOR,BHR,e-visa
JOR,BGD,visa required
JOR,BRB,90
JOR,BLR,visa required
JOR,BEL,visa required
JOR,BLZ,visa required
JOR,BEN,e-visa
JOR,BTN,visa required
JOR,BOL,visa on arrival
JOR,BIH,visa required
JOR,BWA,visa required
JOR,BRA,visa required
JOR,BRN,visa required
JOR,BGR,visa required
JOR,BFA,visa required
JOR,BDI,visa required
JOR,KHM,visa on arrival
JOR,CMR,visa required
JOR,CAN,visa required
JOR,CPV,visa on arrival
JOR,CAF,visa required
JOR,TCD,visa required
JOR,CHL,visa required
JOR,CHN,visa required
JOR,COL,e-visa
JOR,COM,visa on arrival
JOR,COG,visa required
JOR,COD,visa required
JOR,CRI,visa required
JOR,CIV,e-visa
JOR,HRV,visa required
JOR,CUB,visa required
JOR,CYP,visa required
JOR,CZE,visa required
JOR,DNK,visa required
JOR,DJI,e-visa
JOR,DMA,visa required
JOR,DOM,visa required
JOR,ECU,90
JOR,EGY,90
JOR,SLV,visa required
JOR,GNQ,visa required
JOR,ERI,visa required
JOR,EST,visa required
JOR,SWZ,visa required
JOR,ETH,e-visa
JOR,FJI,visa required
JOR,FIN,visa required
JOR,FRA,visa required
JOR,GAB,e-visa
JOR,GMB,visa required
JOR,GEO,visa required
JOR,DEU,visa required
JOR,GHA,visa required
JOR,GRC,visa required
JOR,GRD,visa required
JOR,GTM,visa required
JOR,GIN,e-visa
JOR,GNB,visa on arrival
JOR,GUY,visa required
JOR,HTI,90
JOR,HND,visa required
JOR,HKG,visa required
JOR,HUN,visa required
JOR,ISL,visa required
JOR,IND,e-visa
JOR,IDN,visa required
JOR,IRN,visa required
JOR,IRQ,visa required
JOR,IRL,visa required
JOR,ISR,visa required
JOR,ITA,visa required
JOR,JAM,visa required
JOR,JPN,visa required
JOR,JOR,-1
JOR,KAZ,visa required
JOR,KEN,visa on arrival
JOR,KIR,visa required
JOR,XKX,visa required
JOR,KWT,visa required
JOR,KGZ,e-visa
JOR,LAO,visa required
JOR,LVA,visa required
JOR,LBN,180
JOR,LSO,e-visa
JOR,LBR,visa required
JOR,LBY,30
JOR,LIE,visa required
JOR,LTU,visa required
JOR,LUX,visa required
JOR,MAC,visa required
JOR,MDG,visa on arrival
JOR,MWI,visa on arrival
JOR,MYS,visa required
JOR,MDV,visa required
JOR,MLI,visa required
JOR,MLT,visa required
JOR,MHL,visa required
JOR,MRT,visa on arrival
JOR,MUS,visa required
JOR,MEX,visa required
JOR,FSM,30
JOR,MDA,e-visa
JOR,MCO,visa required
JOR,MNG,visa required
JOR,MNE,visa required
JOR,MAR,visa required
JOR,MOZ,visa on arrival
JOR,MMR,e-visa
JOR,NAM,visa required
JOR,NRU,visa required
JOR,NPL,visa on arrival
JOR,NLD,visa required
JOR,NZL,visa required
JOR,NIC,visa on arrival
JOR,NER,visa required
JOR,NGA,visa on arrival
JOR,PRK,visa required
JOR,MKD,visa required
JOR,NOR,visa required
JOR,OMN,visa required
JOR,PAK,visa on arrival
JOR,PLW,visa on arrival
JOR,PSE,visa required
JOR,PAN,visa required
JOR,PNG,visa required
JOR,PRY,visa required
JOR,PER,visa required
JOR,PHL,visa required
JOR,POL,visa required
JOR,PRT,visa required
JOR,QAT,e-visa
JOR,ROU,visa required
JOR,RUS,visa required
JOR,RWA,visa on arrival
JOR,KNA,90
JOR,LCA,visa required
JOR,WSM,visa on arrival
JOR,SMR,visa required
JOR,STP,e-visa
JOR,SAU,visa required
JOR,SEN,visa on arrival
JOR,SRB,visa required
JOR,SYC,90
JOR,SLE,visa required
JOR,SGP,e-visa
JOR,SVK,visa required
JOR,SVN,visa required
JOR,SLB,visa required
JOR,SOM,visa on arrival
JOR,ZAF,30
JOR,KOR,visa required
JOR,SSD,visa required
JOR,ESP,visa required
JOR,LKA,visa required
JOR,VCT,visa required
JOR,SDN,visa required
JOR,SUR,e-visa
JOR,SWE,visa required
JOR,CHE,visa required
JOR,SYR,visa free
JOR,TWN,visa required
JOR,TJK,visa on arrival
JOR,TZA,visa on arrival
JOR,THA,visa required
JOR,TLS,visa required
JOR,TGO,visa on arrival
JOR,TON,visa required
JOR,TTO,visa required
JOR,TUN,90
JOR,TKM,visa required
JOR,TUV,visa on arrival
JOR,TUR,90
JOR,UGA,visa on arrival
JOR,UKR,visa required
JOR,ARE,e-visa
JOR,GBR,visa required
JOR,USA,visa required
JOR,URY,visa required
JOR,UZB,e-visa
JOR,VUT,visa required
JOR,VAT,visa required
JOR,VEN,visa required
JOR,VNM,visa required
JOR,YEM,visa on arrival
JOR,ZMB,e-visa
JOR,ZWE,e-visa
JOR,AFG,visa required
KAZ,ALB,90
KAZ,DZA,visa required
KAZ,AND,visa required
KAZ,AGO,visa on arrival
KAZ,ATG,180
KAZ,ARG,visa required
KAZ,ARM,visa required
KAZ,AUS,e-visa
KAZ,AUT,visa required
KAZ,AZE,covid ban
KAZ,BHS,visa required
KAZ,BHR,e-visa
KAZ,BGD,visa on arrival
KAZ,BRB,28
KAZ,BLR,visa free
KAZ,BEL,visa required
KAZ,BLZ,visa required
KAZ,BEN,e-visa
KAZ,BTN,visa required
KAZ,BOL,visa on arrival
KAZ,BIH,visa required
KAZ,BWA,visa required
KAZ,BRA,visa required
KAZ,BRN,visa required
KAZ,BGR,visa required
KAZ,BFA,visa required
KAZ,BDI,visa required
KAZ,KHM,visa on arrival
KAZ,CMR,visa required
KAZ,CAN,visa required
KAZ,CPV,visa on arrival
KAZ,CAF,visa required
KAZ,TCD,visa required
KAZ,CHL,visa required
KAZ,CHN,visa required
KAZ,COL,visa required
KAZ,COM,visa on arrival
KAZ,COG,visa required
KAZ,COD,visa required
KAZ,CRI,visa required
KAZ,CIV,e-visa
KAZ,HRV,visa required
KAZ,CUB,visa required
KAZ,CYP,visa required
KAZ,CZE,visa required
KAZ,DNK,visa required
KAZ,DJI,e-visa
KAZ,DMA,visa required
KAZ,DOM,visa free
KAZ,ECU,90
KAZ,EGY,visa on arrival
KAZ,SLV,visa required
KAZ,GNQ,visa required
KAZ,ERI,visa required
KAZ,EST,visa required
KAZ,SWZ,visa required
KAZ,ETH,e-visa
KAZ,FJI,visa required
KAZ,FIN,visa required
KAZ,FRA,visa required
KAZ,GAB,e-visa
KAZ,GMB,90
KAZ,GEO,visa required
KAZ,DEU,visa required
KAZ,GHA,visa required
KAZ,GRC,visa required
KAZ,GRD,visa required
KAZ,GTM,visa required
KAZ,GIN,e-visa
KAZ,GNB,visa on arrival
KAZ,GUY,visa required
KAZ,HTI,90
KAZ,HND,visa required
KAZ,HKG,visa required
KAZ,HUN,visa required
KAZ,ISL,visa required
KAZ,IND,e-visa
KAZ,IDN,visa required
KAZ,IRN,visa on arrival
KAZ,IRQ,visa required
KAZ,IRL,visa required
KAZ,ISR,visa required
KAZ,ITA,visa required
KAZ,JAM,visa required
KAZ,JPN,visa required
KAZ,JOR,visa on arrival
KAZ,KAZ,-1
KAZ,KEN,visa on arrival
KAZ,KIR,visa required
KAZ,XKX,visa required
KAZ,KWT,visa required
KAZ,KGZ,visa free
KAZ,LAO,visa required
KAZ,LVA,visa required
KAZ,LBN,visa on arrival
KAZ,LSO,e-visa
KAZ,LBR,visa required
KAZ,LBY,visa required
KAZ,LIE,visa required
KAZ,LTU,visa required
KAZ,LUX,visa required
KAZ,MAC,visa required
KAZ,MDG,visa on arrival
KAZ,MWI,e-visa
KAZ,MYS,visa required
KAZ,MDV,visa required
KAZ,MLI,visa required
KAZ,MLT,visa required
KAZ,MHL,visa required
KAZ,MRT,visa on arrival
KAZ,MUS,visa required
KAZ,MEX,visa required
KAZ,FSM,30
KAZ,MDA,visa required
KAZ,MCO,visa required
KAZ,MNG,visa required
KAZ,MNE,visa required
KAZ,MAR,visa required
KAZ,MOZ,visa on arrival
KAZ,MMR,e-visa
